location,time,sallary,name,duty 
异地招聘,02-12,10万以上/月,贵州裕贡古老酒业有限公司,销售总经理
异地招聘,02-12,10万以上/月,贵州裕贡古老酒业有限公司,销售总经理
异地招聘,02-12,10万以上/月,贵州裕贡古老酒业有限公司,销售总经理
异地招聘,02-12,10万以上/月,贵州裕贡古老酒业有限公司,销售总经理
大连,02-12,7-10万/月,短距互动网络科技（大连）有限公司,行业总监
异地招聘,02-12,10万以上/月,贵州裕贡古老酒业有限公司,销售总经理
异地招聘,02-12,10万以上/月,贵州裕贡古老酒业有限公司,销售总经理
异地招聘,02-12,10万以上/月,贵州裕贡古老酒业有限公司,销售总经理
异地招聘,02-12,10万以上/月,贵州裕贡古老酒业有限公司,销售总经理
异地招聘,02-12,10万以上/月,贵州裕贡古老酒业有限公司,销售总经理
异地招聘,02-12,10万以上/月,贵州裕贡古老酒业有限公司,销售总经理
南京,02-12,5-7万/月,南京市建邺区圆佰穗健康信息咨询中心,健康讲师+高福利
上海,02-12,7-10万/月,亚马逊中国,Senior Marketing Manager
北京,02-11,6-10万/月,北京点触科技有限公司,Java游戏服务器主程
北京-朝阳区,02-11,7-10万/月,成都动鱼数码科技有限公司,关卡策划
合肥-蜀山区,02-12,100万以上/年,合肥品硕商贸有限公司,业务发展总监
杭州,02-08,5-7万/月,吉利集团（总部）,高级AI算法工程师(J15484)
深圳-福田区,02-11,500元/小时,香港斑马（国际）书院,课程老师DSE
青海省,02-11,60-100万/年,河南琨远集团有限公司,省区经理
新疆,02-11,60-100万/年,河南琨远集团有限公司,省区经理
西藏,02-11,60-100万/年,河南琨远集团有限公司,省区经理
宁夏,02-11,60-100万/年,河南琨远集团有限公司,省区经理
甘肃省,02-11,60-100万/年,河南琨远集团有限公司,省区经理
合肥-蜀山区,02-12,100万以上/年,合肥品硕商贸有限公司,业务发展总监
异地招聘,02-08,5-7万/月,吉利集团（动力总成）,动力集成新技术开发专家
异地招聘,02-08,10万以上/月,吉利集团（总部）,维修电工
上海-徐汇区,02-06,5-7万/月,MBA招生网,战略企划经理
贵州省,02-11,60-100万/年,河南琨远集团有限公司,省区经理
云南省,02-11,60-100万/年,河南琨远集团有限公司,省区经理
陕西省,02-11,60-100万/年,河南琨远集团有限公司,省区经理
重庆,02-11,60-100万/年,河南琨远集团有限公司,省区经理
异地招聘,02-11,60-100万/年,河南琨远集团有限公司,省区经理
上海-浦东新区,02-11,7-10万/月,中金汇理融资租赁有限公司,人力资源部总经理
合肥-庐阳区,02-12,100万以上/年,合肥品硕商贸有限公司,资深业务发展经理
合肥-庐阳区,02-12,80-100万/年,合肥品硕商贸有限公司,资深业务发展经理
合肥-蜀山区,02-12,80-100万/年,合肥品硕商贸有限公司,资深业务发展经理
异地招聘,02-07,5-7万/月,Bund Consulting,Quality Director- Consumer Goods
深圳-罗湖区,02-07,15-20万/月,深圳市佰汇康企业管理咨询有限公司,注册会计师
上海-徐汇区,02-06,5-7万/月,MBA招生网,高级市场经理
上海-徐汇区,02-06,5-7万/月,MBA招生网,市场经理
上海-徐汇区,02-06,5-7万/月,MBA招生网,销售经理
上海-徐汇区,02-06,5-7万/月,MBA招生网,采购经理
上海-嘉定区,02-06,5-7万/月,零用卡信息技术有限公司,运营总监（嘉定南翔）
北京-昌平区,02-11,7-10万/月,北京通州小博士文化培训学校,教学主管
合肥-庐阳区,02-12,80-100万/年,合肥品硕商贸有限公司,资深业务发展经理
合肥-庐阳区,02-12,80-100万/年,合肥品硕商贸有限公司,资深业务发展经理
北京-朝阳区,02-12,5-7万/月,拜耳作物科学（中国）有限公司 Ba...,Senior Business Development Manager
深圳,02-07,9-15万/月,明源软件,项目执行专员
上海,02-06,8-10万/月,天合石油集团汇丰石油装备股份有限...,国内销售总监
上海-嘉定区,02-06,30-50万/月,上海蝶科软件有限公司,医疗软件销售经理
珠海,02-11,80-100万/年,中冶国际投资发展有限公司,总会计师
武汉,02-12,60-80万/年,武汉朗诗置业有限公司,投资拓展总监
武汉,02-12,60-80万/年,武汉朗诗置业有限公司,项目总经理
北京-海淀区,02-07,100万以上/年,万宝瑞华人才管理咨询（上海）有限...,全球知名美资咖啡市场总监/Marketing Director
北京-海淀区,02-07,60-80万/年,万宝瑞华人才管理咨询（上海）有限...,全球知名美资咖啡开店总监/店铺开发总监
异地招聘,02-06,5-7万/月,Bund Consulting,Quality Director- consumer goods
异地招聘,02-06,20-50万/月,广州露乐母婴用品有限公司,港澳销售经理
北京-海淀区,02-10,10-30万/月,北京科发源医院管理有限公司,高薪诚聘分院美女主播+20年龙头企业
北京-海淀区,02-10,10-30万/月,北京科发源医院管理有限公司,高薪诚聘医美颜值担当+20年龙头企业
北京-海淀区,02-10,13-17万/月,北京科发源医院管理有限公司,内审主管
异地招聘,02-10,7-10万/月,广东天耀资产管理有限公司,营业部负责人
南宁,02-12,5-7万/月,广西南宁江山房地产代理有限公司,置业顾问
上海,02-12,60-80万/年,Orange Business Services,Senior Cloud Account Manager - Hunter
广州,02-07,100万以上/年,万宝瑞华人才管理咨询（上海）有限...,上市时尚Fashion电商招聘商务总监/高级总监/副总
广州-荔湾区,02-07,60-80万/年,万宝瑞华人才管理咨询（上海）有限...,纽交所上市时尚电商市场经理Marketing Manager
温州,02-07,100万以上/年,温州路之遥奥特莱斯商业广场有限公司,总裁
温州,02-07,80-100万/年,温州路之遥奥特莱斯商业广场有限公司,总经理
上海,02-07,100万以上/年,上海国金理益财富基金销售有限公司,国金财富 - 销售总监
昆山,02-04,300元/小时,南京百创教育培训中心,会计中级职称-老师
郑州,02-06,7-10万/月,郑州东星行汽车销售有限公司,销售顾问
异地招聘,02-06,100万以上/年,恒天财富太原分公司,营业部总经理
广州,02-06,80-100万/年,金碧物业有限公司,销售管理总监
广州,02-06,100万以上/年,金碧物业有限公司,产品管理总监
沈阳-和平区,02-06,3000元/小时,沈阳名扬教育培训学校,高中历史教师
上海-嘉定区,02-06,7-10万/月,零用卡信息技术有限公司,市场总监（嘉定南翔）
异地招聘,02-10,5-7万/月,广东天耀资产管理有限公司,高级渠道经理
广州-天河区,02-10,60-80万/年,广东天耀资产管理有限公司,财富中心总经理
异地招聘,02-10,100万以上/年,广东天耀资产管理有限公司,财富中心总经理
苏州,02-10,70-100万/年,南京麦芒企业管理咨询有限公司,Plant Manager（工厂经理)-美资企业
上海-长宁区,02-10,65-80万/年,南京麦芒企业管理咨询有限公司,Sr. SDE mgr（高级供应商开发经理）-美资汽车公司
上海,02-12,60-80万/年,Orange Business Services,Senior Cloud Account Manager - Hunter
广州,02-12,5-7万/月,毕恩人力资源顾问（深圳）有限公司,Sr. R&D Manager
成都-武侯区,02-12,60-80万/年,东方福利网,销售总监
上海-长宁区,02-12,5-7万/月,亚马逊中国,Account Manager Team Lead-B2B
异地招聘,02-12,60-100万/年,河南琨远集团有限公司,省区经理
上海,02-07,100万以上/年,上海国金理益财富基金销售有限公司,国金财富 - 营业部经理（上海）
异地招聘,02-07,100万以上/年,上海国金理益财富基金销售有限公司,国金财富 - 营业部经理（南京）
厦门,02-07,80-100万/年,上海国金理益财富基金销售有限公司,国金财富 - 营业部负责人（厦门）
台州,02-07,80-100万/年,上海国金理益财富基金销售有限公司,国金财富 - 营业部负责人（台州）
成都-青羊区,02-07,80-100万/年,上海国金理益财富基金销售有限公司,国金财富 - 营业部负责人（成都）
深圳,02-07,80-100万/年,上海国金理益财富基金销售有限公司,国金财富 - 营业部负责人（深圳）
南京-秦淮区,02-04,5-10万/月,友邦保险有限公司江苏分公司,世界Top500外资公司高级储备销售经理
广州,02-04,80-100万/年,广东合富房地产置业有限公司天河海...,房地产销售 招应届生 岗前培训无责任底薪
广州,02-04,80-100万/年,广东合富房地产置业有限公司天河海...,大客户销售代表
广州,02-04,80-100万/年,广东合富房地产置业有限公司天河海...,销售代表
广州,02-04,80-100万/年,广东合富房地产置业有限公司天河海...,销售顾问
广州,02-04,80-100万/年,广东合富房地产置业有限公司天河海...,有目标不安逸现状的 想要不用一辈子打工的 房地产中介
上海-浦东新区,02-05,11.1-22.2万/月,ETAM CHINA上海艾格服饰有限公司,Junior Store Control Specialist货控专员
北京-丰台区,02-05,5-6.7万/月,君德（北京）投资管理有限公司,运营总经理
广州-荔湾区,02-05,5-7万/月,广州明昇房地产销售代理有限公司,一手楼盘销售
大庆,02-05,100万以上/年,山东天元信息技术股份有限公司大庆...,市场经理
武汉,02-10,10万以上/月,明星医疗美容门诊部,高新诚聘市场经理
天津-和平区,02-10,10万以上/月,华夏幸福基业股份有限公司,储备区域总经理
异地招聘,02-12,60-100万/年,河南琨远集团有限公司,省区经理
异地招聘,02-12,60-100万/年,河南琨远集团有限公司,省区经理
异地招聘,02-12,60-100万/年,河南琨远集团有限公司,省区经理
异地招聘,02-12,60-100万/年,河南琨远集团有限公司,省区经理
异地招聘,02-12,60-100万/年,河南琨远集团有限公司,省区经理
异地招聘,02-12,60-100万/年,河南琨远集团有限公司,省区经理
异地招聘,02-12,60-100万/年,河南琨远集团有限公司,省区经理
绍兴,02-07,80-100万/年,上海国金理益财富基金销售有限公司,国金财富-营业部负责人（绍兴）
无锡,02-07,25-30万/月,南京临江御景房地产开发有限公司,开发部经理
江苏省,02-07,30-40万/月,南京临江御景房地产开发有限公司,投资部经理/副经理
上海,02-07,6-10万/月,上海富力房地产开发有限公司,储备项目总经理
佛山,02-07,5-7万/月,广东梅沙教育发展有限公司,国际高中中方校长
上海-黄浦区,02-07,5-7万/月,上海洪汇商贸有限公司,40-80k急招金融银行架构师
合肥,02-07,10万以上/月,安徽蒙建城乡规划建筑设计有限公司...,办公室文员
宁波-鄞州区,02-07,7-10万/月,宁波博日机械有限公司,加工中心技术主管
广州,02-04,80-100万/年,广东合富房地产置业有限公司天河海...,房地产一手 二手销售顾问 有无行业经验均可
广州,02-04,80-100万/年,广东合富房地产置业有限公司天河海...,上市地产公司诚招应届毕业 房地产销售 电话销售
广州,02-04,80-100万/年,广东合富房地产置业有限公司天河海...,上市公司扩招销售代表 销售顾问 销售经理
广州,02-04,80-100万/年,广东合富房地产置业有限公司天河海...,上市公司 靠自己双手改变命运的大平台扩招销售员
广州,02-04,80-100万/年,广东合富房地产置业有限公司天河海...,挑战30万年薪 房地产销售让你有盼头早日实现买车买房
广州,02-04,80-100万/年,广东合富房地产置业有限公司天河海...,房地产销售无需经验 无责底薪+带薪培训 月入过万
广州,02-04,80-100万/年,广东合富房地产置业有限公司天河海...,上市公司 靠自己双手改变命运的大平台扩招销售员
广州-天河区,02-05,150-200万/年,美启电力（广东）股份有限公司,地产副总经理
武汉-汉阳区,02-05,60-80万/年,武汉高起企业管理咨询有限公司,海外融资经理（专家）
异地招聘,02-05,60-80万/年,武汉高起企业管理咨询有限公司,海外融资经理（专家）
异地招聘,02-05,60-80万/年,武汉高起企业管理咨询有限公司,海外融资经理（专家）
深圳-龙华新区,02-05,100万以上/年,秒租,城市总监
深圳-龙华新区,02-05,100万以上/年,秒租,市场总监
深圳-龙华新区,02-05,100万以上/年,秒租,市场总监
天津-和平区,02-10,10万以上/月,华夏幸福基业股份有限公司,三级储备区域总经理
广州,02-10,80-100万/年,广东合富房地产置业有限公司天河海...,无需经验 入职5天带薪培训  加高提成  应届生均可
广州,02-10,80-100万/年,广东合富房地产置业有限公司天河海...,上市公司 靠自己双手改变命运的大平台扩招销售员
广州,02-10,80-100万/年,广东合富房地产置业有限公司天河海...,上市公司 靠自己双手改变命运的大平台扩招销售员
深圳,02-10,5-7万/月,深圳市思立创科技有限公司,Head of Finished Goods Sourcing
南京-溧水区,02-10,5-7万/月,华夏幸福基业股份有限公司,财务总监
重庆-江北区,02-09,10万以上/月,重庆荣伟麒国际贸易有限公司,大客户经理
杭州-下城区,02-12,60-80万/年,东方福利网,销售总监
异地招聘,02-12,60-100万/年,河南琨远集团有限公司,省区经理
异地招聘,02-12,60-100万/年,河南琨远集团有限公司,省区经理
异地招聘,02-12,100万以上/年,恒天财富华北大区,吉林省区副总经理
西安,02-06,60-80万/年,西安康派房地产开发有限公司,重庆拓展总监
西安,02-06,60-80万/年,西安康派房地产开发有限公司,成都拓展总监
西安,02-06,100万以上/年,西安康派房地产开发有限公司,城市总经理
异地招聘,02-06,7-7.9万/月,苏州澳威尔贸易有限公司,总经理
异地招聘,02-06,7-7.9万/月,苏州澳威尔贸易有限公司,总经理
异地招聘,02-06,7-7.9万/月,苏州澳威尔贸易有限公司,总经理
异地招聘,02-06,7-7.9万/月,苏州澳威尔贸易有限公司,总经理
深圳-龙华新区,02-04,60-80万/年,深圳市智慧猫软件技术有限公司,OTC连锁药店销售总监 合伙人
郑州,02-04,80-100万/年,河南飞羿网络科技有限公司,营销副总
兰州,02-03,5-7万/月,佛山市碧桂园投资服务咨询有限公司,营销策划专员
异地招聘,02-05,60-80万/年,太极医疗器械有限公司,省区经理
异地招聘,02-05,60-80万/年,太极医疗器械有限公司,省区经理（合作大包）
南京,02-05,60-80万/年,太极医疗器械有限公司,省区经理（合作、大包）
异地招聘,02-05,60-80万/年,太极医疗器械有限公司,省区经理
异地招聘,02-05,60-80万/年,太极医疗器械有限公司,省区经理（合作、大包）
异地招聘,02-05,60-80万/年,太极医疗器械有限公司,省区经理
异地招聘,02-09,60-80万/年,富力地产集团,海外项目销售总监/经理/主管
异地招聘,02-09,5-7万/月,福建省中电网络科技有限公司,资深文案
莆田,02-09,10万以上/月,厦门世联兴业房地产顾问有限公司,莆田恒大项目高级销售
上海-徐汇区,02-09,80-100万/年,中国电建地产集团有限公司,华东区域总部营销副总
湖州,02-09,5-7万/月,万和证券股份有限公司湖州劳动路证...,证券经纪人
广州-天河区,02-09,100万以上/年,富力地产集团,海外项目总经理/副总
北京-大兴区,02-08,7-10万/月,北京联博永通科技有限公司,融资部经理-猎头职位
东莞,02-08,60-80万/年,虎彩印艺股份有限公司,品牌总监
长春-南关区,02-12,100万以上/年,恒天财富华北大区,吉林省区副总经理
异地招聘,02-12,60-100万/年,河南琨远集团有限公司,省区经理
异地招聘,02-12,60-100万/年,河南琨远集团有限公司,省区经理
异地招聘,02-12,60-100万/年,河南琨远集团有限公司,省区经理
异地招聘,02-12,60-100万/年,河南琨远集团有限公司,省区经理
异地招聘,02-12,60-100万/年,河南琨远集团有限公司,省区经理
异地招聘,02-06,7-7.9万/月,苏州澳威尔贸易有限公司,总经理
异地招聘,02-06,7-7.9万/月,苏州澳威尔贸易有限公司,总经理
苏州,02-06,7-7.9万/月,苏州澳威尔贸易有限公司,总经理
宁波-鄞州区,02-06,60-80万/年,美的地产集团,营销中心总监
异地招聘,02-06,60-80万/年,美的地产集团,项目总监
异地招聘,02-06,35-70万/月,西部矿业集团有限公司,金融研究员
南京-鼓楼区,02-03,100万以上/年,世茂集团 Shimao Group,投资总监
重庆,02-03,60-80万/年,浙江汇银汽车服务有限公司,大区经理
异地招聘,02-03,7-10万/月,浙江美通筑路机械股份有限公司,IT主管
广州-天河区,02-03,10万以上/月,广州闪聚网络有限公司,文案编辑实习生
武汉,02-03,300元/小时,武汉荣昌仁和会计咨询服务有限公司,CPA课程讲师（专***+200+/课时+无坐班）
成都-武侯区,02-03,2000元/小时,成都麦肯医疗科技有限责任公司,整形医生
南京-秦淮区,02-03,5-10万/月,友邦保险有限公司江苏分公司,世界Top500外资公司高级储备销售经理
异地招聘,02-05,60-80万/年,太极医疗器械有限公司,省区经理
福州,02-05,60-80万/年,太极医疗器械有限公司,省区经理
异地招聘,02-05,60-80万/年,太极医疗器械有限公司,省区经理（合作）
异地招聘,02-05,100万以上/年,上海泰意国际贸易有限公司,企业大学校长-医药上市公司
异地招聘,02-05,100万以上/年,上海泰意国际贸易有限公司,研究院执行院长-杭州&嘉兴
异地招聘,02-05,100万以上/年,上海泰意国际贸易有限公司,高科技基金公司办公室主任（董秘）
河南省,02-05,80-100万/年,北京人和岛咨询服务有限公司,汽车经销商集团CEO
成都,02-08,80-100万/年,四川东汇龙科技有限公司,财务总监
成都,02-08,100万以上/年,四川东汇龙科技有限公司,首席执行官/总裁/总经理
福州-台江区,02-08,25-35万/月,福州中博装饰工程有限公司,泉州分公司经理
南京-秦淮区,02-08,5-10万/月,友邦保险有限公司江苏分公司,世界Top500外资公司高级储备销售经理
宁波,02-08,5-7万/月,聚元集团,金融产品经理
异地招聘,02-12,60-100万/年,河南琨远集团有限公司,省区经理
异地招聘,02-12,5-7万/月,碧桂园控股,财务-并购&税务副总监
异地招聘,02-12,5-7万/月,碧桂园控股,海外财务经理/总监
重庆-渝北区,02-12,80-100万/年,重庆魔鸟文化传播有限公司,行政副总
北京-朝阳区,02-06,5-7万/月,成都动鱼数码科技有限公司,游戏策划师--应届毕业生
合肥-高新区,02-06,100万以上/年,安徽朗汀园林绿化工程服务有限公司,副总经理
异地招聘,02-06,7-10万/月,吉林云耕农业股份有限公司,月薪7000招聘财务主管
上海-闵行区,02-06,80-100万/年,上海链家,上海链家 市中心一手豪宅销售 高薪等你挑战
上海-闵行区,02-06,60-80万/年,上海链家,链家销售（月薪5000+高提成+带薪旅游）梦想合伙人
上海-徐汇区,02-06,7-10万/月,MBA招生网,商务总监
上海-徐汇区,02-06,7-10万/月,MBA招生网,渠道拓展总监
上海-徐汇区,02-06,7-10万/月,MBA招生网,网站运营总监
大连,02-03,3000元/天,大连毅人教育咨询有限公司,全***高中政治老师
大连,02-03,3000元/天,大连毅人教育咨询有限公司,全***初中英语老师
大连,02-03,3000元/天,大连毅人教育咨询有限公司,全***初中数学老师
大连,02-03,3000元/天,大连毅人教育咨询有限公司,全***高中语文老师
大连,02-03,3000元/天,大连毅人教育咨询有限公司,全***高中英语老师
大连,02-03,3000元/天,大连毅人教育咨询有限公司,全***初中化学老师
大连,02-03,3000元/天,大连毅人教育咨询有限公司,全***初中物理老师
上海-黄浦区,02-02,60-80万/年,澳信集团,美国房产销售总监（上海）
杭州-萧山区,02-05,5-7万/月,杭州博安实业有限公司,装配钳工
合肥,02-05,5-7万/月,南京美的房地产发展有限公司,投资总监
北京-西城区,02-05,10万以上/月,优品佳美（北京）商贸有限公司,片区销售总监
北京-西城区,02-05,5-7万/月,优品佳美（北京）商贸有限公司,片区销售总监/经理
佛山,02-05,5-7万/月,广东南海鹏博资讯有限公司,平面设计师
武汉,02-05,100万以上/年,融侨（武汉）地产公司,项目总经理
深圳-龙华新区,02-05,100万以上/年,秒租,执行总经理
中山,02-04,5-8万/月,中山市慧厨电器实业有限公司,外贸总监
昆山,02-04,400元/小时,南京百创教育培训中心,注册税务师-老师
上海-徐汇区,02-06,7-10万/月,MBA招生网,客户总监
上海-徐汇区,02-06,7-10万/月,MBA招生网,产品总监
深圳-福田区,02-02,600元/小时,北京斯芬克教育咨询有限公司,音乐制作及影视配乐专业留学作品集辅导老师
广州-荔湾区,02-02,5-7万/月,广州明昇房地产销售代理有限公司,2500保底包住招销售精英
南京,02-02,5-7万/月,南京美的房地产发展有限公司,投资总监
徐州,02-02,5-7万/月,南京美的房地产发展有限公司,投资总监
昆山,02-04,300元/小时,南京百创教育培训中心,中级经济师-老师   （昆山）
扬州,02-02,5-7万/月,南京美的房地产发展有限公司,投资总监
徐州,02-02,100万以上/年,碧桂园营销中心沪苏区域,销售主管
异地招聘,02-02,100万以上/年,碧桂园营销中心沪苏区域,销售主管
异地招聘,02-02,5-7万/月,青海可可西里酒业销售有限公司,招商经理、区域经理、省区经理
异地招聘,02-02,5-7万/月,青海可可西里酒业销售有限公司,招商经理、区域经理、省区经理
上海,02-02,10万以上/月,上海瀚诺律师事务所,专职律师（非授薪）
中山,02-02,80-100万/年,雅居乐地产-中山公司,营销总监
北京,02-02,5-7万/月,美巢集团股份公司,采购总监
上海-浦东新区,02-02,10万以上/月,锐嘉科集团,高级基带工程师
异地招聘,02-02,6-7万/月,广州银行信用卡中心,业务支持专员--东莞
异地招聘,02-02,5-7万/月,浙江泛亚生物医药股份有限公司,董事会秘书
异地招聘,02-02,5-7万/月,浙江泛亚生物医药股份有限公司,董事会秘书
武汉,02-02,80-100万/年,融侨（武汉）地产公司,项目总经理
武汉,02-01,60-80万/年,融侨（武汉）地产公司,产品设计部经理
北京-密云区,01-30,5-7万/月,北京鹏宇兴业精密模具制造有限公司,快走丝线切割师傅
保定,01-30,10万以上/月,河南琨远集团有限公司,保定市地区各区域经理
南京,01-30,80-100万/年,北京外企人力资源服务江苏有限公司,Supply Chain Director - FESCO Headhunting
杭州,01-30,10万以上/月,杭州酒钥匙文化策划有限公司,销售经理
异地招聘,01-30,5-6万/月,广州尚宸企业管理顾问有限公司,CEO Secretary
郑州-中原区,01-27,10万以上/月,河南龙之信房地产营销有限公司郑州...,链家地产招聘店长
广州-花都区,01-29,4500元/小时,广州威信电子科技有限公司,注塑组长
深圳-龙岗区,02-01,2030元/小时,深圳市方正阳电器有限公司,物料员
异地招聘,01-30,5-6万/月,广州尚宸企业管理顾问有限公司,CEO Secretary
异地招聘,01-30,5-7万/月,广州尚宸企业管理顾问有限公司,算法工程师（广告方向）
异地招聘,01-30,5-7万/月,广州尚宸企业管理顾问有限公司,数据分析
异地招聘,01-30,5-7万/月,广州尚宸企业管理顾问有限公司,算法工程师（用户画像方向）
异地招聘,01-30,5-7万/月,广州尚宸企业管理顾问有限公司,算法工程师（用户画像方向）
北京-海淀区,01-27,6.5-10万/月,中国高科集团股份有限公司,国际学校校长（中国高科）J11488
深圳-龙岗区,01-27,5-7万/月,深圳市倍速得电子科技有限公司,亚马逊美工
广州,01-27,10万以上/月,华夏幸福基业股份有限公司,投资拓展总监
济南,01-27,80-100万/年,济南中维置业有限公司,设计副总/总助（济南）J12025
济南,01-27,7-10万/月,济南中维置业有限公司,项目总经理J11536
广州-天河区,01-27,5000元/天,广州中培项目管理咨询有限公司,PMP培训讲师
异地招聘,01-26,5-7万/月,湖南新恒达集团有限公司,项目总经理/城市总经理
广州-花都区,01-29,3000元/小时,广州威信电子科技有限公司,实验室技术员
清远,01-29,5-7万/月,华夏幸福基业股份有限公司,投资拓展总监
苏州-吴中区,01-29,5-7万/月,苏州英展电子有限公司,淘宝美工
上海-浦东新区,01-29,5-7万/月,宝象投资控股集团有限公司,业务拓展部总经理（农业）
哈尔滨,01-29,100-200万/年,哈尔滨只点互通物流有限公司,客户经理
异地招聘,01-29,6-10万/月,柏荟国际医疗集团,美容外科医生
无锡,01-29,5-7万/月,无锡东鑫汽车销售有限公司,汽车机修工
异地招聘,01-29,5-7万/月,碧桂园控股,财务-并购&税务副总监
深圳-罗湖区,02-01,10万以上/月,深圳市风水涅投资有限公司,阿拉伯语翻译(英德法俄泰越柬日西意葡阿拉伯语等）
深圳-宝安区,02-01,5500元/天,精英制模实业（深圳）有限公司,注塑调机员（一）
深圳,02-01,80-100万/年,深圳市一三八计算机技术有限公司,首席信息官CIO
南京-秦淮区,02-01,5-10万/月,友邦保险有限公司江苏分公司,世界Top500外资公司高级储备销售经理
异地招聘,02-01,7-10万/月,农夫山泉股份有限公司宁波办事处,客户主任（慈溪）
异地招聘,01-30,5-7万/月,广州尚宸企业管理顾问有限公司,算法工程师（广告方向）
异地招聘,01-30,5-7万/月,广州尚宸企业管理顾问有限公司,数据分析
东莞,01-30,80-100万/年,广州尚宸企业管理顾问有限公司,Divisional Manager-Production(生产经理-家具)
广州,01-30,100万以上/年,广州尚宸企业管理顾问有限公司,集团人力资源总经理
深圳-龙岗区,01-25,10万以上/月,深圳浩创置业有限公司,项目公司总经理
长沙-芙蓉区,01-26,5-7万/月,湖南新恒达集团有限公司,项目总经理/城市总经理
广州-荔湾区,01-26,3000元/天,广大医院,中医培训讲师
广州-荔湾区,01-26,3000元/天,广大医院,中医培训老师
北京-朝阳区,01-26,35-45万/月,亚马逊中国,Site Merchandiser - GS/电商品类运营经理
北京-昌平区,01-26,1111.1-2222.2万...,北京诺诗康瀛基因技术股份有限公司,生物技术实验员（实习生）
广州,01-26,100万以上/年,广州威士敦企业管理咨询有限公司,十强地产公司项目总/副总
异地招聘,01-29,5-7万/月,碧桂园控股,海外财务经理/总监
深圳-罗湖区,01-29,5-7万/月,深圳市宝能投资集团有限公司,人力资源中心副总经理
深圳-宝安区,01-29,100万以上/年,深圳市财智菁英企业管理咨询有限公司,精益生产咨询师
深圳-宝安区,01-29,100万以上/年,深圳市财智菁英企业管理咨询有限公司,管理咨询师
深圳,01-28,80-100万/年,Bund Consulting,Supply Chain Director
深圳,01-28,60-80万/年,Bund Consulting,销售总监-海外市场
异地招聘,01-28,100万以上/年,Bund Consulting,Sales Director
武汉,02-01,60-80万/年,上海欧华医疗美容门诊部有限公司,市场企划专员
杭州,02-01,60-80万/年,浙江睿洋科技有限公司,技术总监（区域能源）
深圳,02-01,60-80万/年,深圳市君达房地产经纪有限公司,策划总监
深圳-罗湖区,02-01,60-80万/年,深圳市宝能投资集团有限公司,集团营销管理中心-销售管理部总监
深圳-罗湖区,02-01,60-80万/年,深圳市宝能投资集团有限公司,集团营销管理中心-品牌企划部总监
北京,02-01,5-10万/月,今日头条,采购&供应链管理专家 - 数据中心设备
广州-越秀区,01-30,7-10万/月,广州裕丰咨询顾问有限公司明月分公司,日入过万 诚招珠江新城高级置业顾问 待遇优厚
广州-越秀区,01-30,7-10万/月,广州裕丰咨询顾问有限公司明月分公司,急招珠江新城房产销售  底薪3500，师傅带领  轻松开单
广州-越秀区,01-30,7-10万/月,广州裕丰咨询顾问有限公司明月分公司,诚招珠江新城一手豪宅销售 3500底薪 无经验者带薪培训
广州-越秀区,01-30,5-7万/月,广州裕丰咨询顾问有限公司明月分公司,急招珠江新城豪宅销售  底薪3500，资深师傅带领开单
广州-越秀区,01-30,7-10万/月,广州裕丰咨询顾问有限公司明月分公司,急招珠江新城豪宅销售  底薪3500，资深师傅带领开单
广州,01-30,60-80万/年,广州尚宸企业管理顾问有限公司,Project Manager - Cyber Security
广州,01-30,10万以上/月,广州尚宸企业管理顾问有限公司,声纹识别算法工程师
广州-天河区,01-25,5-10万/月,华夏信财投资管理（上海）有限公司,财富中心总经理
深圳-宝安区,01-25,100万以上/年,深圳市万利印刷有限公司,营销总监（年薪百万）
深圳-宝安区,01-25,2130元/小时,南真精密工业（深圳）有限公司,普工
异地招聘,01-26,60-80万/年,广州威士敦企业管理咨询有限公司,理财高级运营经理
广州,01-26,80-100万/年,广州威士敦企业管理咨询有限公司,10强地产集团财务管理部总监
异地招聘,01-26,100万以上/年,广州威士敦企业管理咨询有限公司,10强上市地产公司广西事业部总经理
武汉,01-26,7-10万/月,武汉市靓江物业管理有限公司,项目经理
深圳-龙岗区,01-26,570元/小时,深圳市华科物业管理服务有限公司,减脂培训班老师
异地招聘,01-26,5-7万/月,福建雅客食品有限公司,事业部销售总监
异地招聘,01-26,5-7万/月,福建雅客食品有限公司,事业部销售总监
深圳,01-28,100万以上/年,Bund Consulting,Sales Director
东莞,01-28,5-7万/月,Bund Consulting,HR director
深圳,01-28,5-7万/月,Bund Consulting,R&D Director-Home appliance
广州,01-28,5-7万/月,Bund Consulting,Sr. R&D Director-Audio
异地招聘,01-28,80-100万/年,Bund Consulting,Operation Director(Office Head)
深圳,01-28,7-10万/月,Bund Consulting,R&D Director-Camera
异地招聘,01-28,7-10万/月,Bund Consulting,General Manager
武汉-江汉区,01-28,5-7万/月,中国平安人寿保险股份有限公司前进...,经理秘书
北京,02-01,5-9万/月,今日头条,IDC采购&供应链管理专家
北京-海淀区,02-01,7-10万/月,今日头条,全国销售总监-汽车经销商
巴中,01-31,5-20万/月,成都源众力房地产营销策划有限公司,销售经理
深圳-福田区,01-31,5-7万/月,嘉里置业（深圳）有限公司,机电工程经理
深圳-福田区,01-31,10万以上/月,嘉里置业（深圳）有限公司,工程管理总监
深圳-福田区,01-31,10万以上/月,嘉里置业（深圳）有限公司,助理总经理
