,duty,sallary,name,time,location
2724,高级数据分析师,0.8-1万/月,上海粒数网络科技有限公司,2月9日,上海-长宁区
2725,视觉工程师,1-2万/月,苏州佳祺仕信息科技有限公司,2月9日,苏州-高新区
2726,数据工程师,1-2万/月,运去哪,2月9日,上海
2727,数据挖掘,1-1.5万/月,国家超级计算深圳中心（深圳云计算...,2月9日,深圳
2728,信号处理工程师,1-1.6万/月,江苏泰达机电设备有限责任公司,2月9日,南京
2729,谷歌优化师（六险一金）,3-4千/月,辽宁迈克集团股份有限公司,2月9日,大连-中山区
2730,C/C++程序员,4.5-7千/月,广东坤智科技有限公司,2月9日,广州-天河区
2731,C/C++高级开发工程师,1.5-2万/月,上海瀛联信息科技股份有限公司,2月9日,上海-徐汇区
2732,图像算法工程师（IVS  LCD）,0.5-2万/月,凌云光技术集团工业视觉事业部,12月15日,北京-海淀区
2733,机器人SLAM算法工程师,1-3万/月,上海仙知机器人科技有限公司,12月15日,上海-浦东新区
2734,运动学控制算法工程师,1-1.5万/月,南京埃斯顿自动化股份有限公司,12月15日,南京-江宁区
2735,算法开发工程师,0.6-1万/月,浙江普可医疗科技有限公司,2月9日,杭州-西湖区
2736,机器视觉工程师,0.6-1万/月,常州宏大智能装备产业发展研究院有...,2月9日,常州-新北区
2737,大数据开发工程师,1-2万/月,广州君海网络科技有限公司,2月9日,广州-海珠区
2738,算法研究工程师,0.8-1万/月,国电联合动力技术有限公司,2月9日,北京-海淀区
2739,电控控制策略算法开发工程师,20-30万/年,国机智骏汽车有限公司,2月9日,南京
2740,控制算法实习生,5-7千/月,深圳市海柔创新科技有限公司,2月9日,深圳-宝安区
2741,资深医学图像处理工程师（C++）,2-3万/月,华络医疗科技（苏州）有限公司,2月9日,上海-黄浦区
2742,机器学习（图像识别、分析）,1-2万/月,北京创景咨询有限公司,2月9日,北京-海淀区
2743,人工智能研发工程师,25-50万/年,杭州趣看科技有限公司,2月9日,杭州
2744,控制算法工程师,0.8-1万/月,科斗（苏州）脑机科技有限公司,12月15日,苏州-相城区
2745,人工智能算法工程师,2.5-5万/月,生命奇点（北京）科技有限公司,12月15日,北京-海淀区
2746,t图像识别工程师,1.2-2.4万/月,深圳市美图溪信息技术有限公司,2月9日,深圳-南山区
2747,视觉软件工程师,4.5-6千/月,巨轮智能装备股份有限公司,2月9日,广州-黄埔区
2748,机器视觉应用工程师,1-1.5万/月,深圳市大疆百旺科技有限公司,2月9日,深圳-南山区
2749,BI高级工程师(009624),1.5-2万/月,神州数码（中国）有限公司,2月9日,北京
2750,系统与算法程序员,2-3万/月,北京润乾信息系统技术有限公司,2月9日,北京-海淀区
2751,数据分析师-金融方向（武汉）,4-5千/月,上海携宁计算机科技股份有限公司,2月9日,武汉-洪山区
2752,事业合伙人—CTO,2.3-4万/月,杭州蜜迩科技有限公司,2月9日,杭州-下城区
2753,物联网工程师,0.8-1万/月,武汉小狮科技有限公司,2月9日,武汉-洪山区
2754,SensorING International Techinical Trainee,1-1.4万/月,德国西克传感器,2月9日,广州
2755,算法实习生,2-4千/月,广州幻境科技有限公司,2月9日,广州-越秀区
2756,视觉工程师,1-1.5万/月,维达力实业（深圳）有限公司,2月9日,深圳-龙岗区
2757,算法工程师,1.6-2.8万/月,深圳市康年颐华智能科技有限公司,12月15日,深圳-福田区
2758,室内定位算法/解决方案高级工程师,1.5-2.5万/月,中兴网鲲信息科技（上海）有限公司,2月9日,上海-浦东新区
2759,游戏数值策划,0.5-1.2万/月,滁州好游网络科技开发有限公司,2月9日,滁州
2760,数据分析师,0.9-1.5万/月,中科曙光南京研究院有限公司,2月9日,南京-江宁区
2761,06软件研发工程师（清华大学直招）,1-1.6万/月,北京智中能源互联网研究院有限公司,2月9日,北京-大兴区
2762,音频算法工程师,2.2-3万/月,深圳海岸语音技术有限公司,12月15日,深圳-南山区
2763,大数据开发工程师,1-2万/月,上海复高计算机科技有限公司,2月9日,上海-静安区
2764,图像处理工程师,6-8千/月,汕头市超声仪器研究所有限公司,2月9日,西安
2765,2018届应届毕业生,1-2万/月,北方信息控制研究院集团有限公司,2月9日,南京-江宁区
2766,Java高级软件工程师/Scala软件工程师,1-2万/月,上海百业并购信息技术股份有限公司,2月9日,上海-浦东新区
2767,算法工程师,0.9-1.8万/月,北京易思医疗器械有限责任公司,12月15日,北京-西城区
2768,控制策略工程师,0.4-2万/月,四川野马汽车股份有限公司,2月9日,成都
2769,移动机器人电子工程师（实习）,2.5-5千/月,湖南未知星球科技有限公司,2月9日,长沙-天心区
2770,C#开发工程师,0.6-1.5万/月,广州国旭信息科技有限公司,2月9日,广州-天河区
2771,急招cuda和GPU研发工程师,1-1.5万/月,大连天宇科技有限公司,2月9日,大连-沙河口区
2772,Java工程师,1-1.5万/月,上海迩格信息技术有限公司,2月9日,上海-闵行区
2773,逻辑工程师,6-8千/月,无锡格跃科技有限公司,2月9日,无锡-滨湖区
2774,C++软件开发工程师,0.8-1万/月,南京立方歌投资咨询有限公司,2月9日,南京
2775,算法工程师,1-1.5万/月,深圳微点生物技术有限公司,12月14日,深圳-南山区
2776,机器学习算法工程师,2-4万/月,广州甘来信息科技有限公司,12月14日,北京-昌平区
2777,算法工程师,1-1.8万/月,上海艾逻思智能设备有限公司,12月14日,上海-浦东新区
2778,推荐系统开发工程师,1.5-3万/月,上海理优教育科技有限公司,2月9日,武汉-洪山区
2779,大数据软件工程师 - 流计算方向,1-1.5万/月,天翼电子商务有限公司上海分公司,2月9日,上海-虹口区
2780,高级软件工程师（视觉识别）,,上海博泰悦臻电子设备制造有限公司,2月9日,沈阳-浑南区
2781,数据算法Leader,40-60万/年,万宝盛华人力资源（中国）有限公司,2月9日,上海-嘉定区
2782,视觉工程师,0.8-1.2万/月,苏州市福英电子有限公司,2月9日,苏州
2783,视觉工程师,6-8千/月,武汉克瑞斯光电技术有限公司,2月9日,武汉-洪山区
2784,数据开发工程师,15-20万/年,珠海爱浦京软件技术有限公司,2月9日,异地招聘
2785,嵌入式软件开发工程师,0.6-1万/月,江苏汉武智能科技有限公司,2月9日,常州
2786,大数据工程师,1.5-2万/月,北京启迪数字能源科技有限公司,2月9日,北京-海淀区
2787,智能多媒体算法实习生,2-3千/月,三星电子（中国）研发中心,2月9日,南京-雨花台区
2788,雷达数字信号处理工程师,0.8-1万/月,深圳市安特高科实业有限公司,2月9日,深圳-坪山区
2789,算法建模岗,1-1.5万/月,上海翼勋互联网金融信息服务有限公司,2月9日,上海
2790,人工智能工程师 （全职和实习）,1.5-2万/月,树实科技（上海）有限公司,2月9日,上海-黄浦区
2791,数据库工程师,0.9-1.8万/月,上海复深蓝软件股份有限公司,2月9日,上海-徐汇区
2792,Sr Analytics Engineer,0.8-1万/月,GE数字化,2月9日,上海
2793,数据分析师/数据挖掘师,1-1.5万/月,Decathlon 迪卡侬体育用品（广州公...,2月9日,上海-浦东新区
2794,高级图像处理算法工程师,30-40万/年,上海青研科技有限公司,12月14日,上海
2795,图像处理算法工程师,0.8-1.5万/月,中国人民解放军国防科技大学电子科...,12月14日,长沙-开福区
2796,通信算法工程师,0.7-1.2万/月,武汉雷可达科技有限公司,12月14日,武汉-洪山区
2797,算法工程师,3-4.5千/月,山东创德软件技术有限公司,12月14日,济南
2798,数字图像处理工程师（DIP）,1-1.5万/月,南京览山晓网络科技有限公司,2月9日,南京-雨花台区
2799,对话系统工程师,2-2.5万/月,玑脉（上海）数据技术有限公司,2月9日,上海-杨浦区
2800,VBA程序员,4.5-6千/月,广州市宝绅纸塑有限公司,2月9日,广州
2801,软件工程师+股权奖励,0.8-1.5万/月,有方（合肥）医疗科技有限公司,2月9日,合肥
2802,招生顾问五险+双薪高提成,6-8千/月,重庆英沐教育科技有限公司,2月9日,重庆-江北区
2803,图像处理工程师,0.8-1万/月,威盛纳斯（苏州）医疗器械有限公司,2月9日,苏州
2804,机器视觉软件工程师,0.6-1.2万/月,上海贝特威自动化科技有限公司,2月9日,武汉
2805,初级数据挖掘工程师,0.7-1万/月,安徽省招标集团股份有限公司,2月9日,合肥
2806,软件工程师,4.5-6千/月,西安华科达信息技术有限公司,2月9日,西安-高新技术...
2807,数据挖掘工程师,2-4万/月,南京中一物联科技有限公司,2月9日,南京-鼓楼区
2808,数据挖掘工程师,1-2万/月,苏州瑞翼信息技术有限公司,2月9日,苏州-工业园区
2809,前端开发工程师,0.8-1万/月,北京睿智思科科技发展有限公司,2月9日,北京-朝阳区
2810,高级软件开发工程师,0.8-1万/月,郑州正方科技有限公司,2月9日,郑州
2811,大数据开发（高级BI）,2-2.5万/月,深圳市盖威科技有限公司,2月9日,深圳
2812,音频算法工程师,0.9-1.5万/月,广州市爱递思电子科技有限公司,12月14日,广州
2813,图像算法工程师,1.5-2万/月,北京寰景信息技术有限公司,12月14日,北京-海淀区
2814,算法开发工程师,0.6-1万/月,武汉钜风科技有限公司,2月9日,武汉-东湖新技...
2815,图像处理软件工程师,0.4-1.2万/月,合肥知常光电科技有限公司,2月9日,合肥
2816,量化分析工程师（金融行业）,1.5-2万/月,广州斯登诚信信息技术有限公司,2月9日,广州-天河区
2817,数据挖掘专员,5-8千/月,东莞市糖酒集团美宜佳便利店有限公司,2月9日,东莞
2818,视觉工程师,3-4.5千/月,宁波聚华光学科技有限公司,2月9日,宁波
2819,语音识别算法,10-15万/年,爱义思（上海）科技发展有限公司,2月9日,上海-杨浦区
2820,机器视觉方案工程师,0.5-1万/月,上海锡明光电科技有限公司,2月9日,异地招聘
2821,心电开发经理/嵌入式开发经理,2-2.5万/月,北京谷山丰生物医学技术有限公司,2月9日,北京
2822,数据分析师,1-2万/月,合肥科讯金服科技有限公司,2月9日,郑州
2823,博士,30-60万/年,广东京信软件科技有限公司,2月9日,异地招聘
2824,Unity开发工程师,1.2-2.5万/月,中国科学院自动化研究所,2月9日,北京-海淀区
2825,Touch DSP and Algorithm Engineer,,QUALCOMM,2月9日,深圳-南山区
2826,RTC-用户画像/数据挖掘专家,30-42万/年,上海精学锐信息科技有限公司,2月9日,上海-普陀区
2827,视觉工程师,0.8-1万/月,江苏戴兹乐机械科技有限公司,2月9日,常州
2828,高级视觉算法工程师(J15477),3-4万/月,吉利集团（总部）,12月14日,杭州
2829,雷达算法工程师,0.3-1.5万/月,江苏瑞雪海洋科技股份有限公司,12月13日,异地招聘
2830,算法工程师,0.8-1.5万/月,金花企业集团,12月13日,西安
2831,算法工程师,0.8-2万/月,广州咨元信息科技有限公司,12月13日,广州-天河区
2832,数字信号处理工程师,6-8千/月,四川九立微波有限公司,2月9日,异地招聘
2833,自然语言处理工程师,1-2万/月,合肥网达软件有限公司,2月9日,杭州
2834,信号处理工程师,0.6-1.2万/月,北京麦邦光电仪器有限公司,2月9日,北京-大兴区
2835,研究员/副研究员,,NEC（中国）有限公司,2月9日,北京-朝阳区
2836,算法专家/负责人,3.5-5万/月,北京安德信业信息咨询有限责任公司,2月9日,北京-朝阳区
2837,数据分析师,25-40万/年,武汉国友科技有限公司,2月9日,武汉-江汉区
2838,Python开发工程师,0.8-1万/月,广州创必承信息科技有限公司,2月9日,广州-海珠区
2839,C++开发工程师,4-6千/月,沈阳志微君安网络安全技术有限公司,2月9日,沈阳-和平区
2840,机器视觉工程师,1.2-2万/月,苏州新佰利智能科技有限公司,2月9日,苏州
2841,Python开发工程师,15-25万/年,武汉智美互联科技有限公司,2月9日,武汉-东湖新技...
2842,算法实习生,2-4千/月,深圳市理邦精密仪器股份有限公司,2月9日,深圳-坪山区
2843,信号处理工程师,6-8千/月,南京中探海洋物联网有限公司,2月9日,南京-栖霞区
2844,区块链研发工程师,1-2万/月,深圳微步信息股份有限公司南京分公司,2月9日,南京-雨花台区
2845,软件实施工程师,6-8千/月,东莞市同享软件科技有限公司,2月9日,东莞-莞城区
2846,视觉工程师,0.8-1万/月,山东红宝自动化有限公司,2月9日,济南-天桥区
2847,java开发工程师,,旗滨集团,2月9日,深圳
2848,机器视觉项目助理工程师,3-5千/月,常州拓谷自动化科技有限公司,2月9日,常州-新北区
2849,电子工程师,0.6-1万/月,成都欧赛医疗器械有限公司,2月9日,成都
2850,商泰2018校园招聘,1-1.5万/月,商泰软件（上海）有限公司,2月9日,上海
2851,算法工程师,2.5-5万/月,广州拉卡拉网络小额贷款有限责任公司,12月13日,深圳-南山区
2852,图像处理算法工程师,6-8千/月,西安华旅电子科技有限公司,12月13日,西安
2853,资深算法工程师,50-60万/年,金雅拓（北京）智能卡科技有限公司,12月13日,北京
2854,视觉算法工程师团队带头人,3-4万/月,北京荣之联科技股份有限公司,12月12日,北京-朝阳区
2855,算法工程师,5-8千/月,湖北艾格森生物科技有限公司,12月12日,武汉
2856,音频算法工程师,1-1.5万/月,扬州网新新思软件有限公司南京分公司,12月12日,南京-雨花台区
2857,数据挖掘分析师（广州+珠海+急招）,0.5-1.4万/月,广东精点数据科技股份有限公司,2月9日,广州
2858,软件工程师（控制算法方向）,0.8-1.5万/月,重庆超力高科技股份有限公司,2月9日,异地招聘
2859,数据仓库工程师,1.5-2.5万/月,考拉征信服务有限公司,2月9日,北京-海淀区
2860,电力电子DSP工程师,11-15万/年,上海远宽能源科技有限公司,2月9日,武汉-洪山区
2861,Java 高级开发工程师,1.5-2万/月,裸心社,2月9日,上海-长宁区
